Abacavir (sulfato) 	Glaxosmithkline 	ZIAGENAVIR 	101070234 	20 mg/mL 	sol or 	30/11/2012
Sevelamer (carbonato) 	Genzyme 	RENVELA 	125430022 	800mg 	com rev 	12/11/2012
Sevelamer (cloridrato) 	Genzyme 	RENAGEL 	125430011 	800mg 	com rev 	12/11/2012
Sevoflurano 	Abbvie 	SEVORANE 	198600006 	1 ml/ml 	sol inal 	12/11/2012
Sildenafil (citrato) 	Pfizer 	REVATIO 	102160193 	20mg 	com rev 	12/11/2012
Sildenafil (citrato) 	Pfizer 	VIAGRA 	102160065 	25mg 	com rev 	12/11/2012
Sildenafil (citrato) 	Pfizer 	VIAGRA 	102160065 	50mg 	com rev 	12/11/2012
Sildenafil (citrato) 	Pfizer 	VIAGRA 	102160065 	100mg 	com rev 	12/11/2012
Simeticona 	Cosmed 	FLATEX 	178170107 	150mg/mL 	emul got 	12/11/2012
Simeticona 	Cosmed 	FLATEX 	178170107 	80mg 	com 	31/1/2013
Simeticona 	Cosmed 	FLATEX 	178170107 	150mg 	com 	31/1/2013
Simeticona 	Bristol Myers Squibb 	LUFTAL 	101800120 	40mg 	com 	12/11/2012
Simeticona 	Bristol Myers Squibb 	LUFTAL 	101800120 	75mg/ml 	emul got 	12/11/2012
Simeticona 	Takeda 	LUFTAL GEL CAPS 	106390265 	125mg 	cap gel mole 	12/11/2012
Simeticona 	Geolab 	DIMEFTAL 	154230171 	125mg 	com mast 	7/10/2013
Sinvastatina 	Merck Sharp & Dohme 	ZOCOR 	100290012 	10mg 	com rev 	12/11/2012
Sinvastatina 	Merck Sharp & Dohme 	ZOCOR 	100290012 	20mg 	com rev 	12/11/2012
Sinvastatina 	Merck Sharp & Dohme 	ZOCOR 	100290012 	40mg 	com rev 	12/11/2012
Sinvastatina 	Merck Sharp & Dohme 	ZOCOR 	100290012 	80mg 	com rev 	12/11/2012
Sirolimo 	Wyeth 	RAPAMUNE 	121100117 	1mg 	drag 	12/11/2012
Sirolimo 	Wyeth 	RAPAMUNE 	121100117 	2mg 	drag 	12/11/2012
Sirolimo 	Wyeth 	RAPAMUNE 	121100117 	5mg 	drag 	12/11/2012
Sirolimo 	Wyeth 	RAPAMUNE 	121100117 	1mg 	sol or 	12/11/2012
Sitagliptina (fosfato) 	Merck Sharp & Dohme 	JANUVIA 	100290172 	25mg 	com rev 	12/11/2012
Sitagliptina (fosfato) 	Merck Sharp & Dohme 	JANUVIA 	100290172 	50mg 	com rev 	12/11/2012
Sitagliptina (fosfato) 	Merck Sharp & Dohme 	JANUVIA 	100290172 	100mg 	com rev 	12/11/2012
Solifenacina (succinato) 	Astellas 	VESICARE 	177170002 	5mg 	com rev 	19/4/2013
Solifenacina (succinato) 	Astellas 	VESICARE 	177170002 	10mg 	com rev 	19/4/2013
Somatostatina 	Serono 	STILAMIN 	111240181 	3mg 	po liof sol inj + diluente 1mL 	12/11/2012
Sorafenibe (tosilato) 	Bayer 	NEXAVAR 	170560029 	200mg 	com rev 	6/6/2013
Sotalol (cloridrato) 	Bristol Myers Squibb 	SOTACOR 	101800128 	120mg 	com 	12/11/2012
Sotalol (cloridrato) 	Bristol Myers Squibb 	SOTACOR 	101800128 	160mg 	com 	12/11/2012
Subcitrato de bismuto coloidal 	Cosmed 	PEPTULAN 	178170108 	120mg 	com rev 	29/10/2014
Sufentanila (citrato) 	Janssen Cilag 	SUFENTA 	112360032 	5mcg/mL 	sol inj 	12/11/2012
Sufentanila (citrato) 	Janssen Cilag 	SUFENTA 	112360032 	50mcg/mL 	sol inj 	12/11/2012
Sulfiram 	Astrazeneca 	TETMOSOL 	116180038 	4g 	sab 	12/11/2012
Sulfiram 	Astrazeneca 	TETMOSOL 	116180038 	0,25g/g 	sol top 	12/11/2012
Sulpirida 	Sanofi-Aventis 	EQUILID 	113000185 	200mg 	com 	12/11/2012
Sulpirida 	Sanofi-Aventis 	EQUILID 	113000185 	50mg 	cap dura 	12/11/2012
Sultamicilina 	Pfizer 	UNASYN 	102160218 	50mg 	po sus or 	12/11/2012
Sultamicilina (tosilato) 	Pfizer 	UNASYN 	102160207 	375mg 	com rev 	12/11/2012
Sumatripano (succinato) 	Glaxosmithkline 	IMIGRAN 	101070194 	50mg 	com rev 	12/11/2012
Sumatripano (succinato) 	Glaxosmithkline 	IMIGRAN 	101070194 	100mg 	com rev 	12/11/2012
Sumatripano (succinato) 	Libbs 	SUMAX 	100330163 	6mg/ml 	sol inj 	12/11/2012
Sunitinibe (malato) 	Pfizer 	SUTENT 	102160205 	12,5mg 	cap gel dura 	22/4/2013
Sunitinibe (malato) 	Pfizer 	SUTENT 	102160205 	25mg 	cap gel dura 	22/4/2013
Sunitinibe (malato) 	Pfizer 	SUTENT 	102160205 	50mg 	cap gel dura 	22/4/2013
Tacrolimo 	Janssen Cilag 	PROGRAF 	112363347 	1mg 	cap dura 	12/11/2012
Tacrolimo 	Janssen Cilag 	PROGRAF 	112363347 	5mg 	cap dura 	12/11/2012
Tacrolimo 	Janssen Cilag 	PROGRAF 	112363347 	5mg/mL 	sol inj 	12/11/2012
Tacrolimo 	Astellas 	PROTOPIC 	177170004 	0,3mg/g 	pom 	12/11/2012
Tacrolimo 	Astellas 	PROTOPIC 	177170004 	1mg/g 	pom 	12/11/2012
Tadalafila 	Eli Lilly 	CIALIS 	112600074 	5mg 	com rev 	12/11/2012
Tadalafila 	Eli Lilly 	CIALIS 	112600074 	20mg 	com rev 	12/11/2012
Tamoxifeno (citrato) 	Astrazeneca 	NOLVADEX 	116180036 	10mg 	com rev 	12/11/2012
Tamoxifeno (citrato) 	Astrazeneca 	NOLVADEX D 	116180036 	20mg 	com rev 	12/11/2012
Tansulosina (cloridrato) 	Boehringer Ingelheim 	SECOTEX 	103670105 	0,40mg 	com rev 	12/11/2012
Tansulosina (cloridrato) 	Geolab 	CLORIDRATO DE TANSULOSINA 	154230182 	0,40mg 	cap 	12/11/2012
Tegaserode (maleato) 	Novartis Biociências 	ZELMAC 	100680185 	6mg 	com 	12/11/2012
Teicoplanina 	Sanofi-Aventis 	TARGOCID 	113000171 	66,66mg 	po liof sol inj 	12/11/2012
Teicoplanina 	Sanofi-Aventis 	TARGOCID 	113000171 	133,33mg 	po liof sol inj 	12/11/2012
Telmisartana 	Boehringer Ingelheim 	MICARDIS 	103670110 	40mg 	po liof sol inj 	12/11/2012
Telmisartana 	Boehringer Ingelheim 	MICARDIS 	103670110 	80mg 	com 	12/11/2012
Temozolomida 	Schering Plough 	TEMODAL 	101710194 	5mg 	cap dura 	12/11/2012
Temozolomida 	Schering Plough 	TEMODAL 	101710194 	20mg 	cap dura 	12/11/2012
Temozolomida 	Schering Plough 	TEMODAL 	101710194 	100mg 	cap dura 	12/11/2012
Temozolomida 	Schering Plough 	TEMODAL 	101710194 	140mg 	cap dura 	12/11/2012
Temozolomida 	Schering Plough 	TEMODAL 	101710194 	180mg 	cap dura 	12/11/2012
Temozolomida 	Schering Plough 	TEMODAL 	101710194 	250mg 	cap dura 	12/11/2012
Temozolomida 	Schering Plough 	TEMODAL 	101710194 	100 mg 	po liof sol inj 	4/2/2013
Teniposídeo 	Bristol Myers Squibb 	VUMON 	101800137 	10mg/mL 	sol inj 	12/11/2012
Tenofovir desoproxila (fumarato) 	United Medical 	VIREAD 	125760019 	300 mg 	com rev 	12/11/2012
Tenoxicam 	Roche 	TILATIL 	101000144 	20mg 	com rev 	12/11/2012
Tenoxicam 	Eurofarma 	TENOXICAM 	100430757 	20mg 	po liof sol inj 	12/11/2012
Tenoxicam 	Eurofarma 	TENOXICAM 	100430757 	40mg 	po liof sol inj 	12/11/2012
Teofilina 	Abbott 	TEOLONG 	105530305 	100mg 	cap gel microgran 	12/11/2012
Teofilina 	Abbott 	TEOLONG 	105530305 	200mg 	cap gel microgran 	12/11/2012
Teofilina 	Abbott 	TEOLONG 	105530305 	300mg 	cap gel microgran 	12/11/2012
Terazosina (cloridrato) 	Abbott 	HYTRIN 	105530184 	2mg 	com 	12/11/2012
Terazosina (cloridrato) 	Abbott 	HYTRIN 	105530184 	5mg 	com 	12/11/2012
Terbinafina 	Novartis Biociências 	LAMISILATE 	100681063 	10mg/g 	gel 	29/10/2014
Terbinafina (cloridrato) 	Novartis Biociências 	LAMISILATE 	100681063 	10mg/g 	crem derm 	29/10/2014
Terbinafina (cloridrato) 	Novartis Biociências 	LAMISILATE 	100681063 	10mg/mL 	sol top (spr) 	29/10/2014
Terbinafina (cloridrato) 	Novartis Biociências 	LAMISIL 	100680073 	250mg 	com 	12/11/2012
Terbutalina (sulfato) 	Astrazeneca 	BRICANYL 	116180103 	0,3mg/mL 	xpe 	12/11/2012
Terbutalina (sulfato) 	Astrazeneca 	BRICANYL 	116180103 	10mg/mL 	sol inal got 	12/11/2012
Terbutalina (sulfato) 	Astrazeneca 	BRICANYL 	116180103 	2,5mg 	com 	12/11/2012
Terbutalina (sulfato) 	Astrazeneca 	BRICANYL DURILES 	116180103 	5,0mg 	com abs retard 	12/11/2012
Terbutalina (sulfato) 	Astrazeneca 	BRICANYL TURBUHALER 	116180103 	0,5mg/dose 	po inal 	12/11/2012
Terbutalina (sulfato) 	União Química 	TERBUTIL 	104971176 	0,5mg/mL 	sol inj 	13/9/2013
Terconazol 	Janssen Cilag 	GYNO-FUNGIX 	112360020 	8,0mg/g 	crem vag 	12/11/2012
Terlipressina (acetato) 	Ferring 	GLYPRESSIN 	128760006 	1mg 	po liof sol inj 	12/11/2012
Testosterona (cipionato) 	EMS S/A 	DEPOSTERON 	135690600 	100mg/mL 	sol inj 	12/11/2012
Testosterona 	Eli Lilly 	AXERON 	112600188 	30mg/1,5ml (2%) 	sol top 	14/1/2015
Testosterona 	Besins Healthcare 	ANDROGEL 	187590003 	10mg/ml 	gel 	9/9/2015
Tiabendazol 	União Química 	FOLDAN 	104971151 	50mg/g 	pom derm 	5/8/2015
Tiabendazol 	União Química 	FOLDAN 	104971151 	50mg/mL 	loç 	5/8/2015
Tianfenicol 	Zambon 	GLITISOL 	100840034 	500mg 	cap mole 	12/11/2012
Tibolona 	Schering Plough 	LIVIAL 	101710072 	2,5mg 	com 	12/11/2012
Tibolona 	Libbs 	LIBIAM 	100330087 	1,25mg 	com 	12/11/2012
Ticagrelor 	Astrazeneca 	BRILINTA 	116180238 	90mg 	com rev 	1/7/2014
Ticlopidina (cloridrato) 	Sanofi-Aventis 	TICLID 	113001029 	250mg 	com rev 	12/11/2012
Tigeciclina 	Wyeth 	TYGACIL 	121100263 	50mg 	po liof sol inj 	12/11/2012
Timolol (maleato) 	Merck Sharp & Dohme 	TIMOPTOL 	100290032 	2,5mg/ml 	sol oft 	12/11/2012
Timolol (maleato) 	Merck Sharp & Dohme 	TIMOPTOL 	100290032 	5mg/ml 	sol oft 	12/11/2012
Tinidazol 	Pfizer 	PLETIL 	102160164 	500mg 	com rev 	12/11/2012
Tiocolchicosídeo 	Sanofi-Aventis 	COLTRAX INJ 	113000215 	2mg/mL 	sol inj 	12/11/2012
Tiocolchicosídeo 	Sanofi-Aventis 	COLTRAX 	113000988 	4mg 	com 	12/11/2012
Tioconazol 	Pfizer 	TRALEN 	102160040 	10mg/mL 	crem derm 	12/11/2012
Tioconazol 	Pfizer 	TRALEN 	102160040 	10mg/mL 	crem derm 	12/11/2012
Tioconazol 	Pfizer 	TRALEN 	102160040 	10mg/mL 	po dermat 	12/11/2012
Tioconazol 	Pfizer 	TRALEN 	102160040 	280mg/g 	sol top 	12/11/2012
Tioguanina 	Aspen Pharma 	LANVIS 	137640134 	40mg 	com 	12/11/2012
Tipranavir 	Boehringer Ingelheim 	ELODIUS 	103670162 	250mg 	cap gel mole 	30/4/2013
Tipranavir 	Boehringer Ingelheim 	ELODIUS 	103670162 	100mg/ml 	sol or 	30/4/2013
Tioridazina (cloridrato) 	Valeant Farmacêutica 	MELLERIL 	105750008 	10mg 	drag 	12/11/2012
Tioridazina (cloridrato) 	Valeant Farmacêutica 	MELLERIL 	105750008 	25 mg 	drag 	12/11/2012
Tioridazina (cloridrato) 	Valeant Farmacêutica 	MELLERIL 	105750008 	50mg 	drag 	12/11/2012
Tioridazina (cloridrato) 	Valeant Farmacêutica 	MELLERIL 	105750008 	100mg 	drag 	12/11/2012
Tioridazina (cloridrato) 	Valeant Farmacêutica 	MELLERIL 	105750008 	200mg 	com lib retard 	12/11/2012
Tioridazina (cloridrato) 	Valeant Farmacêutica 	MELLERIL 	105750008 	30mg/g 	sol or 	12/11/2012
Tiotrópio (brometo) monohidratado 	Boehringer Ingelheim 	SPIRIVA RESPIMAT 	103670137 	2,5mcg/dose 	sol aer inal or + inal 	12/11/2012
Tirofibana (cloridrato) 	Aspen Pharma 	AGRASTAT 	137640120 	0,25mg/ml 	sol inj 	12/11/2012
Tizanidina (cloridrato) 	Novartis Biociências 	SIRDALUD 	100680055 	2mg 	com 	12/11/2012
Tobramicina 	Novartis Biociências 	TOBREX 	100681100 	3mg/mL 	sol oft 	12/11/2012
Tobramicina 	Novartis Biociências 	TOBREX 	100681100 	3mg/mL 	pom oft 	12/11/2012
Tobramicina 	Chiesi 	BRAMITOB 	100580112 	75mg/ml 	sol inal 	22/1/2013
Tobramicina 	Novartis Biociências 	TOBI 	100681083 	60mg/mL 	sol inal 	12/11/2012
Tolcapona 	Valeant Farmacêutica 	TASMAR 	105750007 	100mg 	com rev 	8/3/2013
Tolterodina (tartarato) 	Pfizer 	DETRUSITOL 	102160172 	1mg 	com rev 	12/11/2012
Tolterodina (tartarato) 	Pfizer 	DETRUSITOL 	102160172 	2mg 	com rev 	12/11/2012
Tolterodina (tartarato) 	Pfizer 	DETRUSITOL LA 	102160172 	4,0 mg 	cap dura lib prol 	12/11/2012
""	""	""	""	""	""	""
Topiramato	Janssen Cilag	TOPAMAX	112363327	25mg	com rev	12/11/2012
""	""	""	""	""	""	""
Topiramato	Janssen Cilag	TOPAMAX	112363327	50mg	com rev	12/11/2012
""	""	""	""	""	""	""
Topiramato	Janssen Cilag	TOPAMAX	112363327	100mg	com rev	12/11/2012
""	""	""	""	""	""	""
Topotecano (cloridrato)	Glaxosmithkline	HYCAMTIN	101070108	4mg	po liof sol inj	12/11/2012
""	""	""	""	""	""	""
Tramadol (cloridrato)	Grünenthal do Brasil	TRAMAL	102160160	100mg/mL	po liof sol inj	12/11/2012
""	""	""	""	""	""	""
Tramadol (cloridrato)	Grünenthal do Brasil	TRAMAL	102160160	50mg	cap dura	12/11/2012
""	""	""	""	""	""	""
Tramadol (cloridrato)	Grünenthal do Brasil	TRAMAL	102160160	50mg/mL	sol inj	12/11/2012
""	""	""	""	""	""	""
Tramadol (cloridrato)	Grünenthal do Brasil	TRAMAL RETARD	102160160	100mg	com rev	12/11/2012
""	""	""	""	""	""	""
Travoprosta	Novartis Biociências	TRAVATAN	100681109	0,04mg/mL	sol oft	12/11/2012
""	""	""	""	""	""	""
Trazodona (cloridrato)	Apsen Farmacêutica	DONAREN	101180130	50mg	com rev	12/11/2012
""	""	""	""	""	""	""
Trazodona (cloridrato)	Apsen Farmacêutica	DONAREN	101180130	100mg	com rev	12/11/2012
""	""	""	""	""	""	""
Trazodona (cloridrato)	Apsen Farmacêutica	DONAREN RETARD	101180601	150mg	com lib cont	21/1/2013
""	""	""	""	""	""	""
Tretinoína	Stiefel	VITANOL A	106750015	0,1mg/g	gel	12/11/2012
""	""	""	""	""	""	""
Tretinoína	Stiefel	VITANOL A	106750015	0,25mg/g	gel	12/11/2012
""	""	""	""	""	""	""
Tretinoína	Stiefel	VITANOL A	106750015	0,5mg/g	gel	12/11/2012
""	""	""	""	""	""	""
Tretinoína	Stiefel	VITANOL A	106750015	0,25mg/g	crem derm	12/11/2012
""	""	""	""	""	""	""
Tretinoína	Stiefel	VITANOL A	106750015	0,5mg/g	crem derm	12/11/2012
""	""	""	""	""	""	""
Tretinoína	Stiefel	VITANOL A	106750015	1mg/g	crem derm	12/11/2012
""	""	""	""	""	""	""
Triancinolona acetonida	Aché	AIRCLIN	105730314	0,5mcg/dose	sol spr nas	12/11/2012
""	""	""	""	""	""	""
Triancinolona acetonida	Sanofi-Aventis	NASACORT	113000292	55mcg/mL	sus spr nas	12/11/2012
""	""	""	""	""	""	""
Trimebutina (maleato)	Cosmed	DIGEDRAT	178170113	200mg	cap mole	19/2/2013
""	""	""	""	""	""	""
Trimetazidina ( dicloridrato)	Servier	VASTAREL	112780055	20 mg	com rev	19/4/2013
""	""	""	""	""	""	""
Trimetazidina ( dicloridrato)	Servier	VASTAREL MR	112780055	35 mg	com rev	19/4/2013
""	""	""	""	""	""	""
Trióxido de arsênio	Zodiac	TRISENOX	122140078	1mg/ml	sol inj	12/11/2012
""	""	""	""	""	""	""
Triptorelina(embonato)	Aché	NEO DECAPEPTYL	105730120	3,75mg	po liof sol inj	12/11/2012
""	""	""	""	""	""	""
Triptorelina(acetato)	Ferring	GONAPEPTYL DAILY	128760014	0,1mg/ml	sol inj	12/11/2012
""	""	""	""	""	""	""
Trometamol (fosfomicina)	Zambon	MONURIL	100840139	3g	gran	12/11/2012
""	""	""	""	""	""	""
"Trometamol cetorolaco (cetorolacotrometamina)"	Allergan	ACULAR LS	101470046	4,0 mg/mL	sol oft	12/11/2012
""	""	""	""	""	""	""
"Trometamol cetorolaco (cetorolacotrometamina)"	Allergan	ACULAR	101470046	5,0 mg/mL	sol oft	12/11/2012
""	""	""	""	""	""	""
Tropicamica	Novartis Biociências	MYDRIACYL	100681107	10mg/mL	sol oft	12/11/2012
""	""	""	""	""	""	""
Undecilato de testosterona	Bayer	Nebido	170560061	250mg/ml	sol inj	29/10/2014
""	""	""	""	""	""	""
Uréia	Galderma	NUTRAPLUS	129160024	100 mg/g	crem derm	12/11/2012
""	""	""	""	""	""	""
Uréia	Galderma	NUTRAPLUS	129160024	100 mg/mL	loç derm	12/11/2012
""	""	""	""	""	""	""
Uréia	Medley	UREADIN	101810419	200mg/g	crem derm	12/11/2012
""	""	""	""	""	""	""
Valaciclovir (cloridrato)	Glaxosmithkline	VALTREX	101070174	500mg	com rev	12/11/2012
""	""	""	""	""	""	""
Valerato de estradiol	Bayer	PRIMOGYNA	170560068	2 mg	drag	11/2/2015
""	""	""	""	""	""	""
Valproato de sódio	Abbott	DEPACON	105530330	100mg/ml	sol inj	12/11/2012
""	""	""	""	""	""	""
Valproato de sódio	Abbott	DEPAKENE	105530315	50mg/mL	xpe	12/11/2012
""	""	""	""	""	""	""
Valproato de sódio	Abbott	DEPAKENE	105530315	300mg	com rev	12/11/2012
""	""	""	""	""	""	""
Valproato de sódio	Abbott	DEPAKENE	105530315	500 mg	com rev	12/11/2012
""	""	""	""	""	""	""
Valsartana	Novartis Biociências	DIOVAN	100680065	40mg	com rev	12/11/2012
""	""	""	""	""	""	""
Valsartana	Novartis Biociências	DIOVAN	100680065	80mg	com rev	12/11/2012
""	""	""	""	""	""	""
Valsartana	Novartis Biociências	DIOVAN	100680065	160mg	com rev	12/11/2012
""	""	""	""	""	""	""
Valsartana	Novartis Biociências	DIOVAN	100680065	320mg	com rev	12/11/2012
""	""	""	""	""	""	""
Vancomicina (cloridrato)	Antibióticos do Brasil	VANCOCINA CP	155620005	500mg	po liof sol inj	12/11/2012
Vancomicina (cloridrato) 	Antibióticos do Brasil 	VANCOCINA CP 	155620005 	1000mg 	po liof sol inj 	12/11/2012
Vardenafil (cloridrato) 	Bayer 	LEVITRA 	170560034 	5mg 	com rev 	12/11/2012
Vardenafil (cloridrato) 	Bayer 	LEVITRA 	170560034 	10mg 	com rev 	12/11/2012
Vardenafil (cloridrato) 	Bayer 	LEVITRA 	170560034 	20mg 	com rev 	12/11/2012
Varfarina sódica 	Farmoquímica 	MAREVAN 	103900147 	1mg 	com 	12/11/2012
Varfarina sódica 	Farmoquímica 	MAREVAN 	103900147 	2mg 	com 	12/11/2012
Varfarina sódica 	Farmoquímica 	MAREVAN 	103900147 	2,5mg 	com 	12/11/2012
Varfarina sódica 	Farmoquímica 	MAREVAN 	103900147 	5mg 	com 	12/11/2012
Varfarina sódica 	Farmoquímica 	MAREVAN 	103900147 	7,5mg 	com 	12/11/2012
Varfarina sódica 	Farmoquímica 	MAREVAN 	103900147 	10 mg 	com 	12/11/2012
Vecurônio (brometo) 	Cristália 	VECURON 	102980305 	4mg/mL 	po liof sol inj 	12/11/201
Vecurônio (brometo) 	Cristália 	VECURON 	102980305 	10mg 	po liof sol inj 	12/11/2012
Venlafaxina (cloridrato) 	Wyeth 	EFEXOR XR 	121100074 	37,5mg 	cap gel dura 	12/11/2012
Venlafaxina (cloridrato) 	Wyeth 	EFEXOR XR 	121100074 	75mg 	cap gel dura 	12/11/2012
Venlafaxina (cloridrato) 	Wyeth 	EFEXOR XR 	121100074 	150mg 	cap gel dura 	12/11/2012
Verteporfina 	Novartis Biociências 	VISUDYNE 	100680890 	15mg 	po liof sol inj 	12/11/2012
Vildagliptina 	Novartis Biociências 	GALVUS 	100681050 	50mg 	com 	12/11/2012
Vildagliptina 	Novartis Biociências 	GALVUS 	100681050 	100mg 	com 	12/11/2012
Vimblastina (sulfato) 	Antibióticos do Brasil 	VELBAN 	155620015 	10mg 	po liof sol inj 	12/11/2012
Vimblastina (sulfato) 	Libbs 	FAULBLASTINA 	100330130 	1mg/mL 	sol inj 	12/11/2012
Viminol (hidroxibenzoato) 	Zambon 	DIVIDOL 	100840020 	70mg 	cap dura 	31/1/2013
Vincristina (sulfato) 	Zodiac 	TECNOCRIS 	122140017 	1mg/mL 	sol inj 	12/11/2012
Vinorelbina (tartarato) 	Lab. Pierre Fabre 	NAVELBINE 	101620249 	10mg/mL 	sol inj 	12/11/2012
Voriconazol 	Pfizer 	VFEND 	102160090 	50mg 	com rev 	12/11/2012
Voriconazol 	Pfizer 	VFEND 	102160090 	200mg 	com rev 	12/11/2012
Voriconazol 	Pfizer 	VFEND 	102160090 	200mg 	po liof sol inj 	12/11/2012
Xilometazolina (cloridrato) 	Novartis Biociências 	OTRIVINA 	100680084 	1mg/mL 	sol got nas 	12/11/2012
Ziprasidona (cloridrato monoidratado) 	Pfizer 	GEODON 	102160066 	40mg 	cap dura 	12/11/2012
Ziprasidona (cloridrato monoidratado) 	Pfizer 	GEODON 	102160066 	80mg 	cap dura 	12/11/2012
Ziprasidona (cloridrato monoidratado) 	Pfizer 	GEODON 	102160066 	20 mg/mL 	po liof sol inj 	12/11/2012
Zoledrônico, ácido 	Novartis Biociências 	ZOMETA 	100680154 	4mg 	sol inj 	12/11/2012
Zoledrônico, ácido 	Novartis Biociências 	ACLASTA 	100681026 	5mg/100ml 	sol inj 	12/11/2012
Zoledrônico, ácido 	Dr. Reddy's 	BLAZTERE 	151430016 	4mg 	po liof sol inj 	12/11/2012
Zolmitriptana 	Astrazeneca 	ZOMIG 	116180067 	2,5 mg 	com rev 	12/11/2012
Zolmitriptana 	Astrazeneca 	ZOMIG OD 	116180067 	2,5 mg 	com orodisp 	12/11/2012
Zolpidem (hemitartarato) 	EMS S/A 	PATZ SL 	135690643 	5mg 	com subl 	12/11/2012
Zolpiden (hemitartarato) 	Sanofi-Aventis 	STILNOX 	113001001 	10mg 	com rev 	12/11/2012
Zolpiden (hemitartarato) 	Sanofi-Aventis 	STILNOX CR 	113001001 	6,25mg 	com multicamada de lib prol 	12/11/2012
Zolpiden (hemitartarato) 	Sanofi-Aventis 	STILNOX CR 	113001001 	12,5mg 	com multicamada de lib prol 	12/11/2012
Zopiclona 	Sanofi-Aventis 	IMOVANE 	113000305 	7,5mg 	com rev 	12/11/2012
